beginOffset,content,magnitude,score
259495,片方づつ使用される方はご注意ください。,0.6,-0.6
259552,音質は、まあまあだと思います。,0.1,0.1
259597,低音は、少し物足りなさを感じますが、価格を考えれば満足できます。,0.5,0.5
259693,耐久性はわかりませんが、梱包や説明書やアフターサービスもしっかりしてそうで、コスパ良いと思います。,0.8,0.8
259840,使いやすい。androidでaac接続していますが音ズレがひどいです1秒以上遅れていると思います。,0.8,-0.8
259965,先に総合的な評価を。,0.3,-0.3
259995,安くて音質がいいので、ワイヤレスイヤホンを使った事無い人が、お試し使い捨て感覚で買うのならオススメ。web会議など仕事で使うのは全くオススメしません。1000円のマイク付き有線イヤホンにしてください。,0.6,-0.6
260281,喋るのはおろか、話を聞き流す事すらままならない時があります。,0.7,-0.7
260371,音楽を聴く目的で、途中で音声がブツブツ途切れたりしてもあんま気にならない。,0.1,-0.1
260482,再起動すりゃいーじゃん。,0.9,-0.9
260518,っておおらかな人向け。,0.2,-0.2
260551,以下、不満点を記載。,0.0,0.0
260581,とにかく接続が安定しない。pcと接続した状態で、音楽など、何も流さない状態で暫く放置。,0.7,-0.7
260706,その後ブラウザなどからyoutubeやラインミュージックで音楽を流しても全く音声が出ない。,0.8,-0.8
260827,接続が切れたか電源が落ちたかしてるのかと思ったが、pcから確認するに接続はされているみたい。,0.7,-0.7
260961,仕方なく、イヤホンを一旦ケースに出し入れして再度ペアリングすると、音楽が流れ始めるこれでも流れない事もありますが。。。,0.6,-0.6
261138,後、ペアリングしてる機器から離れるなど、何かの拍子で接続が悪くなって音声がひとたび乱れると、接続した機器の近くに戻っても、音声が飛び飛びになって治らない。,0.8,-0.8
261369,これもまたケースに出し入れして再起動したり、またはペアリング先のpcやスマホの接続設定を削除する等しないと治らない。,0.3,-0.3
261539,マイクも、ザーザー聞こえて何を喋ってるか分からないと指摘される時がある。,0.7,-0.7
261647,何回接続し直しても治らないときがあった。。,0.8,-0.8
261710,コロナの影響でテレワークが始まり、毎週月金の毎日少なくとも1時間はこのイヤホンを、使用していますが、毎日大なり小なりの接続トラブルに見舞われています。,0.0,0.0
261933,諸々のトラブルはxperiaxz1とlenovoのノーパwindows10で確認しました。,0.2,-0.2
262020,なんなら不具合は購入当初から起きていて、始めてスマホに接続した時は左耳から音声流れず、、これもケースに出し入れして再起動かけたら治りました。,0.3,0.3
262230,使ってるpcとの相性が悪いのか、pcと接続している時に頻繁に不具合が起こります。,0.8,-0.8
262342,ただしpcに比べて頻度が少ないだけで、スマホでも不具合は定期的に起こります。,0.1,-0.1
262452,なお、接続が安定している状態の時に限って言えば、とてもコスパに優れていると思います。,0.7,0.7
262578,音質は低音が利いてて私は好きです。,0.9,0.9
262629,こもったような音でもないし。,0.4,-0.4
262671,マイクが拾う声もクリアに相手に聞こえているみたいです。,0.1,0.1
262752,色々不満がありここにレビューを書きましたが、私はもう有線のイヤホンに戻れないでしょう。,0.1,-0.1
262881,このイヤホンの不安定さに嫌気がさして、有線のイヤホンを使っていた時期もありましたが、パソコンに繋いだ状態で席を立った為断線させてしまった。,0.1,-0.1
263088,この商品はワイヤレスイヤホンの良さに教えてくれました。,0.8,0.8
263169,しかし二度とこのメーカーのイヤホンを買うことはないでしょう。,0.6,-0.6
263259,長所音については専門家ではないので、よく分かりませんが、いろんな楽器の音が綺麗に聞こえて満足です。,0.9,0.9
263406,軽くて、長時間装着でも耳も痛くなりません。,0.9,0.9
263469,装着感も耳にフィットして、ちょっとやそっとでは外れることはなさそうです。,0.2,0.2
263577,短所充電ケースから取り出す時にツルツル滑って、スムーズに取り出せません。,0.4,-0.4
263685,私は自宅のpc用なのですぐに拾えますが、外で使ってたら間違いなく地面に落としてしまいそうです。,0.0,0.0
263822,追記iphoneは問題無いのですが、デスクトップpcは音が途切れ途切れになってしまいます。,0.5,-0.5
263941,他社製品数点では問題無いので、星2つに減らしましたm__m。,0.7,-0.7
264021,ワイヤレスのイヤホンを初めて購入し、期待しながらペアリング、お気に入りの曲を聴きながらの散歩、音飛び。。。,0.2,0.2
264180,開封30分以内に使用レビューをしています。,0.1,-0.1
264239,あくまで音質等には問題はありません。,0.0,0.0
264293,クソみたいな商品を買ってしまいました。,0.7,-0.7
264350,このイヤホンを使う前はbose、その前はsony、まじでビックリこの価格でこのサウンド申し分無しです。,0.8,0.8
264487,音飛びや途切れも有りません。,0.2,-0.2
264529,ただし、ケースからの取り出しがやり難い。,0.7,-0.7
264589,ケース小さく取り出しは本体を摘み上げないと駄目なので指の細い私でも取り出し難い。,0.5,-0.5
264709,後は全く問題ありません。,0.3,0.3
264745,ペアリングが4ヶ月たった頃から切れ始めてきました。6ヶ月近く使っている今は充電がうまくできなくなりペアリングも数十分に一回切れてしまいます。,0.7,-0.7
264951,風呂などでは使っていないので自分のは耐久性に難があったのかもしれません。,0.4,-0.4
265059,価格からは想像もできない音質の良さです。,0.9,0.9
265119,コンパクトで使い勝手も良く、バッテリーの持ちも良いです。,0.9,0.9
265203,変に高い物を買うよりこちらの方が気軽に使えるのでおすすめです。,0.9,0.9
265296,ただし、イヤーピースが1つ欠品していたので管理は値段相応なのかなと思います。,0.4,-0.4
265408,音質はバランス良く、密度と質感を感じました。,0.9,0.9
265474,本体、ケース共につくりの良さ、上品さを感じました。,0.9,0.9
265549,あんまり他のワイヤレスイヤホンを使ったことがないので分かりませんが音は問題ないと思いますしかし皆さんもおっしゃってるように遅延があり動画など違和感を感じてストレスになります。bluetoothイヤホンは色々と安価なものを購入して試してきましたが、こちらの商品はコスパ完璧だと思います。,0.4,0.4
265957,フィット感、音質、操作感全て満足しております。,0.9,0.9
266026,次もこのメーカーのイヤホンにしよう!,0.4,0.4
266078,と思ってます!,0.6,0.6
266097,購入してすぐ、左側が聞こえなくなり何回もリセットしても無理でした。,0.8,-0.8
266196,なので、返品処理しました。,0.0,0.0
266235,ゴムのサイズを変えることはできますが、垂れ下がってる部分が耳の外側に当たって、奥で固定されずカナル型特有のジャストフィットができませんでした。,0.7,-0.7
266448,まぁ、聞こえるからいいかという所です。,0.5,0.5
266505,ランニング時に使ってますがそれ以外は素晴らしいです。,0.7,0.7
266583,イヤホンは高ければ高いほどいいものになるとは思いますが、このお値段でしっかり最低限の水準をキープしてくれます。,0.8,0.8
266748,低予算でイヤホンが欲しいというのならこちらの商品がベストかもしれません。,0.6,0.6
266856,今の所、使い心地が良いです。,0.9,0.9
266898,値段の割にわ音質が良い。,0.9,0.9
266934,以前使っていたワイヤレスと比べてシャカシャカ音が強いかなと思いました。,0.5,-0.5
267039,でも、全体の音は悪くないと思います。,0.0,0.0
267093,前のイヤホンは自分の耳に合わなくすぐに外れるので奥まで入れていたので10分もすると痛くなっていましたが、このイヤホンは軽い装着で外れなく耳に優しいです。,0.7,0.7
267317,ワイヤレスの繋がりはズボンのポッケやバックの中に入れているとたまに途切れます。,0.0,0.0
267434,向きなどを工夫すれば解決すると思います。,0.1,-0.1
267494,この辺は以前使っていたイヤホンと同じです前回、使っていたイヤホンも性能はよかったですが今回のイヤホンに替えても良かったと思いました。,0.5,0.5
267692,去年12月買ったばかりなのに、すでに壊れた。,0.9,-0.9
267754,連絡しても全く返事がありません。,0.9,-0.9
267802,この値段でこの性能は素晴らしいと思います。,0.9,0.9
267865,長時間装着していると、本体が当たり、少し耳が痛く感じますが、このお値段なのでそこを含めてもコスパはとてもいいと思います。,0.7,0.7
268045,ものすごくいい音質を求める方は、高価なしっかりとしたイヤホンがいいと思いますが、ある程度は音楽を楽しみたいけど高いのはちょっと言う方はぜひオススメです。iphone11に接続して使用しました。,0.4,0.4
268317,音質はいいと思います。,0.9,0.9
268350,低音も高音もしっかりでていて、好きな音でした。,0.9,0.9
268419,無線ですので、多少の切断はやむを得ないと思います。,0.0,0.0
268494,どうしても切断が我慢ならないというのなら、イヤホンジャックのついているスマホに買い替えるか、dapを購入して有線のイヤホンを使用するしかないでしょう。,0.3,-0.3
268713,ですが、本製品は1度切断すると、まるでyoutubeの再生停止ボタンを連打するかの如く音飛びします。,0.6,-0.6
268847,この症状がでると、ケースにしまって電源を切って再接続しなければ安定して音楽を聴くことができません。,0.7,-0.7
268994,私はnuarlのnt01axも所有しているのですが、ファームウェアアップデートで接続性が改善していることから、iphoneとbluetooth50製品との相性に問題があるのかもしれません。,0.4,-0.4
269220,ですので、本製品もファームウェアのアップデートが可能であれば音飛びが改善するのかもしれませんが、ファームウェアアップデートは現状では不可能なため、現在は使用していません。,0.5,-0.5
269475,音質がいいだけに勿体ないです。,0.4,-0.4
269520,低音が特に良かったです!,0.9,0.9
269554,長時間の使用でも疲れなさそうです。,0.9,0.9
269605,女性としては黒以外のカラーもあったら嬉しいです。,0.4,0.4
269677,これを高音質と感じる人が本当にいるのか?,0.0,0.0
269735,低音?,0.0,0.0
269742,まったく出てません。,0.9,-0.9
269772,高音の伸び?,0.0,0.0
269788,笑わせないで。,0.3,-0.3
269809,音楽を聴くというレベルではないです。,0.7,-0.7
269863,直ぐに壊れました。,0.9,-0.9
269890,初めてのワイヤレスイヤホンでしたが、簡単に使えました!,0.9,0.9
269969,音の善し悪しはわかりませんが、十分です。,0.8,0.8
270029,見た目の良さで選びました!,0.9,0.9
270066,笑。bluetoothが全く機能せず。,0.9,-0.9
270105,壊れていた。,0.8,-0.8
270123,返品した。,0.0,0.0
270138,初めてワイヤレスホンを購入しました。,0.0,0.0
270192,デザイン着け心地はいいと思います。pcに接続してエクササイズ動画の時に利用してます。,0.8,0.8
270314,場所も取らずコンパクトな充電器も気に入りました。,0.9,0.9
270386,ワイヤレスイヤホンは、中国メーカーも含めて多数ありすぎて偽レビューも多いので、その中でこのイヤホンを選んで満足しています。,0.8,0.8
270569,音はこの価格帯では良いと思いますが、正直まぁまぁでしょうか。,0.0,0.0
270659,驚きはありませんでした。,0.6,-0.6
270695,少し高音の抜けが足りず低音がこもりがちな気がします。,0.8,-0.8
270773,でも、音にそこまでこだわりのない私には十分すぎる音で満足です。,0.6,0.6
270866,あまり期待していませんでしたが、ケースもしっかりしてるし見た目も悪くない。,0.9,0.9
270977,音も凄く良いわけではないが、実用的に聴ける感じでクリアですし耳障りな感じも無いので自分としては十分これで満足です。,0.9,0.9
271148,低音は控えめ。,0.1,-0.1
271169,また、この商品は無条件で返品出来るとの事。,0.1,0.1
271232,耐久性も期待してます。,0.8,0.8
271265,しいて言えば、右側がマスターなのですが、左単体では使用不可になるので左右独立だったら尚良かった。,0.0,0.0
271409,個人的にはスイッチもタッチ式は好きではない。,0.8,-0.8
271475,でもトータルではこの値段ですし合格。,0.9,0.9
271529,最後にマイナスなのが、とにかくケースから出し辛い!!,0.8,-0.8
271603,音も機能も問題ないけど、出し辛いので3つ。,0.1,-0.1
271664,とてもいいです。,0.9,0.9
271688,音質もいいしマイクもちゃんと反応する。,0.9,0.9
271745,ただ一つだけ、ケースの口の開きがあまい。,0.7,-0.7
271805,もう少ししっかり開けると嬉しい。,0.7,-0.7
271853,かな大事に使います。,0.6,0.6
271883,二か月ほどで勝手に電源が切れる不具合が発生。,0.9,-0.9
271949,その後右イヤホンが充電できなくなりました。,0.7,-0.7
272012,音が良かっただけに残念です。,0.8,-0.8
272054,最高。,0.9,0.9
272063,一月で右側が充電されなくなりました。,0.8,-0.8
272117,長いこと使っていたiphone純正のイヤホンが壊れたので、新しくこの商品を購入した。,0.4,0.4
272231,数多くのレビューのほとんどが高評価で、商品の説明も詳しいものだった。,0.9,0.9
272333,さらに気に入らなければ返金してくださいとわざわざ書いているあたり、この商品にかなりの自信があるのだろうと思い、五千円と自分からしたら少し値が張るものだったが、試しに買ってみることに。,0.4,-0.4
272606,最初は注文してから届くまでおよそ12週間ほどかかるとあったが、1週間足らずで届き、少し驚いた。,0.2,0.2
272741,しかし、実際に使ってみると思っていたよりも音質は悪く、圧迫感があり、あまり使い心地は良くないし、さらに音量調整も細かくできず、いつもよりも大きめの音量で聞かなければならないのがきつかった。1か月以内なら返品もできるし、しばらく使っていれば慣れるだろうと思い3週間ほど使ってみることにしたが、家事など作業中に使っていると慣れない音量で耳が痛くなり、最後は頭痛で耐えられず、使い始めて2日で返品をすることにした。,0.7,-0.7
273347,他の人のレビューや、商品説明を見る限りではサービスも充実していて、いいものではあるのだろうが、僕のようにいつも小さめの音で、インナーイヤー型で音楽を聴いている人にはあまり向かない商品だと思う。,0.6,0.6
273635,電車のなかで何度か途切れる。,0.0,0.0
273677,アマゾンプライム、netflixの番組は常に音声途切れる。,0.0,0.0
273750,低音に厚みがない。,0.3,-0.3
273777,通勤時に使用してますが途切れたりする事なく使えています。,0.8,0.8
273861,音質に拘りは無い方ですがなんの問題はありません。,0.0,0.0
273933,唯一、取り出しにくい所が難点です。,0.2,-0.2
273984,摘みづらいのでイラッとする事があります。,0.1,-0.1
274044,金額を考えれば、このくらいなのかも。,0.1,-0.1
274098,ですが、フィット感は、良かったです。1ヶ月使って片方から音が出なくなり問い合わせしてもちゃんとした返信が帰ってこずドブにお金を捨てたようなもんでした。,0.2,-0.2
274321,低音の効いたものが好きですが、強くすれば、いうことなしです。,0.0,0.0
274411,シンプルな外観も良いです。,0.9,0.9
274450,音質も良いし値段も安いいい商品だと思います。,0.9,0.9
274516,壊れている商品は言ったら交換してもらえるのでサービスもちゃんとしています。,0.9,0.9
274627,自分は初期不良のものが届いてしまったので評価は4で評価させていただきます。,0.2,0.2
274736,中高域はかなりクリアできれいな音質ですが、少しシャリシャリ音が気になる。,0.5,-0.5
274844,低音域はボリュームがイマイチといったところです。,0.6,-0.6
274916,同価格帯ですと、他のメーカーのもののほうが好みかなただ、重量も軽く、稼働時間や繋がりやすさ等は非常に良いと思います。,0.6,0.6
275090,到着してまだ二日間ぐらいですがレビューします。,0.0,0.0
275159,女性ですイヤホンのlとrが本体には書いてないので分からなくて、rのイヤホンがマスター機能らしく、最初は??,0.2,-0.2
275308,充電器に入れてl、rが分かりました笑説明書をよくよく読んでも、機能によってタップ、ダブルタップがr何回とか覚えるの大変です途中、何やら右側のイヤホンからたまに女性で英語?,0.1,-0.1
275555,で喋られてますが何を言ってるのかわかりません。,0.6,-0.6
275624,なんとか使いこなせたいです。,0.3,-0.3
275666,宇宙。,0.2,0.2
275675,完全ワイヤレスイヤホンが初めてだったため、紛失した時のことを考え、価格が比較的安いこちらを購入しました。,0.6,0.6
275831,ペアリングのしやすさや見た目は気に入っています。,0.9,0.9
275903,音質に関しては正直すごく良いとは言えませんが、この価格帯であれば悪くはありません。,0.2,0.2
276026,ただ、他の方のレビューにもあった通り、長時間つけていると耳が痛くなります。,0.7,-0.7
276137,間違いなく言えることは、イヤホンの価値は値段で決まるということです。,0.5,0.5
276239,高性能、高音質を求めるならこの価格帯では難しいと思います。,0.2,0.2
276326,使いやすくて気に入ってはいるのでしばらくは使いたいと思います!,0.9,0.9
276417,つけ心地が悪すぎる。,0.8,-0.8
276447,圧迫されてる感じがして耳が痛くなるし頭も痛くなる。,0.5,-0.5
276522,体質的な問題もあるかもしれないまた軽すぎて安っぽい。,0.5,0.5
276600,もう一回り小さい方が重量感も少し増すし耳にフィットしやすくなる。3000円でも買わないくらい。,0.2,-0.2
276733,ただ耳のフィットが改善されれば6000円の価値は十分に見出せるものだと思う。,0.0,0.0
276839,ランニング時に使用中外れなかったのが良かった。,0.9,0.9
276908,本日届いたので早速使用したところ、右側からずっとピピピピという機械音が鳴り続け、さらに右側が明らかに熱を発し始めました。,0.0,0.0
277088,何度か試しましたが治る気配はなく、ひどく残念な買い物となりました。,0.8,-0.8
277187,他のワイヤレスイヤホンにくらべると若干音量が小さい気がしますが、音質がクリアで良い。,0.8,0.8
277313,他のレビューにあるように確かに高級感がある。,0.3,0.3
277379,ペアリングが非常に簡単です。,0.9,0.9
277421,長時間充電しなくても音楽が聴けるところが良い。,0.9,0.9
277490,コスパokですね。,0.1,-0.1
277513,レビューの多さと評価の高さで正直不安でしたが、返品すれば良いと思い購入しました。,0.6,0.6
277633,商品はとても良く満足してます。,0.9,0.9
277678,不具合等の面でも対応をきちんとしてくれるみたいですし、満足しております。,0.9,0.9
277786,ただ保証は登録しなければならないと記載してある、あと音量調節の触り方と、感度が微妙なので星4にさせて頂きました。,0.1,-0.1
277952,馬鹿高い商品を購入考えるなら自分はこちらを進めます。,0.4,0.4
278030,ワイヤレスに求めていた快適さはある。,0.8,0.8
278084,音質は十分いいと思う。,0.9,0.9
278117,だが接続が悪い。,0.9,-0.9
278141,充電はまだあるはずなのに音声が聞こえなくなる。,0.9,-0.9
278210,あと、web会議などの通話も考慮して購入したが、今のところどのweb会議システムでもうまく接続されなくて使えていない。lineなどの通話はできた。,0.2,-0.2
278409,値段よりいい。,0.9,0.9
278430,音質のことはよくわかりませんしかし、価格とフィット感はいい感じです充電器から取り出しにくいのが少し難点かなあとは長持ちさえしてもらえれば問題ありません。,0.1,0.1
278658,コンパクトで使いやすいタッチ式なので起動の有無がボタン式に比べ分かりにくい。,0.0,0.0
278772,説明にあった通り、音質にはこだわりが感じられ高音低音共に満足です。,0.9,0.9
278871,ただ、ケースからの取り出し方が悪いと左のイヤホンから音が出なくなり、その度に工場出荷時操作をしているのでその点が無ければ星5でもお釣りがきます。,0.5,-0.5
279085,通勤時に音楽がきける今どきのワイヤレスイヤホンを探してこちら購入しました。,0.5,0.5
279196,あまりイヤホンにこだわりがないので音質どうこうは何も分からないのですが、音楽聴く上で個人的にはなにも不満はありません。,0.7,0.7
279373,オンライン飲み会でもしっかり声を拾ってくれました。,0.9,0.9
279448,見た目や持ったときの質感はとても良くかなり高そうにみえます。,0.9,0.9
279538,カナル型なので合わない方もいるかと思いますがイヤーピースも4種類ほどついているので調整もしやすいかと。,0.5,0.5
279689,ケースはマットな質感なので汚れは多少目立つかな?,0.0,0.0
279759,と思います。,0.1,0.1
279777,ノイズキャンセリングはついていません。,0.6,-0.6
279834,個人的にはかなり満足した商品です_。,0.9,0.9
279886,早く届きましたし、普段使いも申し分ないと思います。iphone7で使用しています。,0.9,0.9
279995,とにかく誤作動が多い音声コントロールをiphoneの設定でオフにしていても、こちらのイヤホンとペアリングすると起動してしまいます。,0.4,-0.4
280178,それがとにかく鬱陶しい。,0.3,-0.3
280214,夜間、寝転びながら使用すると枕で反応して音声コントロールが起動したりイヤホンの電源がオフになったりします。,0.3,-0.3
280373,価格が安いから購入したが、半年使って音が出なくなった。,0.9,-0.9
280454,感想は、ノイズはないと思います。,0.2,-0.2
280502,音質も良いし、充電ケースも安っぽさがないです。,0.9,0.9
280571,パソコンによってサラウンドに対応してたりします。,0.0,0.0
280643,立体音響に対応してました。,0.4,0.4
280682,前使ってたイヤーピースに変えると充電器に入らない!,0.8,-0.8
280755,耳の穴がでかい人は、いちいちイヤーピースを外して充電器に刺すのですか?,0.4,-0.4
280858,勘弁してくれ。,0.8,-0.8
280879,音質は良い方だと思います。,0.8,0.8
280918,が、二回、商品を交換してもらってます。,0.0,0.0
280975,その二回ともケースとイヤホンの金属の接触不良でした。,0.9,-0.9
281053,そして3品目となる今回も、接触不良が起きてしまいました。,0.9,-0.9
281135,前回二回は左右交互に定期的に。,0.0,0.0
281180,今回は右耳の方です。,0.0,0.0
281210,落としたりは一度もありません。,0.5,-0.5
281255,交換対応などしていただいて、そういう部分は本当に感謝していますが、流石に3回目となるとこちらもちょっと残念です。,0.6,-0.6
281421,今まで使用していたイヤホンの新調をと思い、購入しました。,0.1,0.1
281505,通勤で使えればよかったので、スペックには満足しています。,0.8,0.8
281589,また、多くの方が音量調節ができないようですが、製品側での音量調節はイヤホンの側面電源のオンオフのタッチパネルを下から上に指を軽くスライドさせると調節できます。,0.1,0.1
281826,説明書に明記されているかは確認してませんが、主音量をスマホではなく、製品側でも調節できるようです。,0.3,0.3
281973,低音が良い。,0.8,0.8
281991,全く問題なく使えてる。bluetoothの飛びも良く、多少離れた場所に端末があっても問題ありません。,0.9,0.9
282123,高額商品と比べて多少音質は落ちるかもしれませんが、わからないくらいです。,0.3,-0.3
282231,コスパとしては良い買い物でした。,0.9,0.9
282279,フィット感がない点と充電プラグが旧androidのusbc?,0.6,-0.6
282345,古い方のやつです。,0.1,-0.1
282372,それ以外はいい感じです。,0.5,0.5
282408,ただ私個人的には上記2点が最重要だったので、この評価です。,0.2,-0.2
282493,文句なしの質です!,0.9,0.9
282518,5000円でこの音質はすごくいいと思います日本語の説明書もあり、操作も非常に簡単でした。,0.9,0.9
282642,タイトル通り、問題は自分の耳にピッタリフィットするかどうかですね。,0.3,-0.3
282741,イヤーピースの替えが5種類ほど付属しているので、自分にあったものを探してください。,0.1,-0.1
282862,ちなみに私は2番目に大きいピースしか合わなかった危ないコードがないぶん無くしやすいので、お耳に合わないと意味が無いですから、、。,0.5,-0.5
283052,他の方が、書かれているような繋がらない、切れる、充電不良などなどはありません。,0.4,-0.4
283169,個人的には、ケースから取り出し難いのです。,0.4,-0.4
283232,ある意味しっかりと入っていると言えばそれまでです。airpodsのように、何か簡単に取り出す方法ご存知の方アドバイス下さい。,0.1,0.1
283404,収納ケースからイヤホンがつまみ出しにくい。,0.7,-0.7
283467,収納ケースに入れてあるのにbluetoothにつながっている時がある。,0.1,-0.1
283554,するとイヤホンを使う時に充電が少なく思ったより早く充電がなくなる。,0.5,-0.5
283653,イヤホンとしては良いのですが。。。,0.2,-0.2
283704,構造的に耳から抜け落ちやすいです。,0.8,0.8
283755,ランニング中に使用していたら耳から取れて排水溝に落ちました。,0.7,-0.7
283845,救出不能。,0.6,-0.6
283860,ケースにいれて充電する際も、金属接点との接触が悪くなりやすく、定期的にアルコールで掃除してやる必要があります。jprideのイヤホンは5世代くらい使い続けていますが、構造設計が弱いと思います。,0.6,-0.6
284134,開発者はオフィスにこもっていないで、実際に自分で使ってみるべきです。,0.1,0.1
284236,そうすれば改良すべき点に気付きます。,0.4,-0.4
284290,コンパクトで操作も簡単。,0.9,0.9
284326,音も良くブルトゥースの繋がりも問題なく使えて重宝してます。,0.9,0.9
284413,ただケースから本体を取り出す際に掴みづらく取り出し難いのが難点ですね。,0.7,-0.7
284518,改善してもらえると助かります。,0.4,-0.4
284563,コスパがとても良いです!,0.9,0.9
284597,買った迄は良かったけど、左側イヤホンが故障していた。,0.6,-0.6
284675,悪くはないけど、電源onで音楽を一時停止するとランプが点滅するのが気になる。,0.7,-0.7
284785,外出中にピカピカ耳が光ってる人が居たら笑ってしまう。,0.0,0.0
284863,どうにかならないんですかね?,0.4,-0.4
284903,5000円以下でこの音質はコスパが良いです。,0.9,0.9
284961,重低音がもう少し響くと個人的にはもっと良くなります。,0.4,-0.4
285039,お値段くらいの性能。,0.1,0.1
285069,悪くないです。,0.6,0.6
285090,個人的には音が篭っているように感じましたあと、滑り止めが付いていない為ケースから出すときに滑って落とします。,0.6,-0.6
285252,久しぶりに日本製品を買いました。soundpeatsを愛用していましたが、こんな状況ですし日本製品を応援できたらという気持ちもありました。,0.4,0.4
285439,不具合なし。,0.9,0.9
285457,見た目もよし。,0.9,0.9
285478,企業の志を感じられる広告メッセージ、デザイン、応援したい気持ちにさせられました。,0.4,-0.4
285598,音質については好みがありますし、音の善し悪しは議論しても仕方がないというのが持論です。,0.2,0.2
285727,低音寄り。,0.0,0.0
285742,ちょっと硬めの質感です。,0.2,0.2
285778,聴くジャンルとイヤーピースの選び方でも多少変わると思います。,0.4,0.4
285868,買って損なし、と思えました。,0.0,0.0
285910,音は詳しくないのでわかりません。,0.5,-0.5
285958,ボタンを押してる感覚がないので、好みが分かれるかもしれません。,0.7,-0.7
286051,全体的にいいと思いますが、一点だけ気になります。,0.2,-0.2
286123,通話に使用する際に、電話の相手にボワンボワンみたいな音が出るそうで、電話に使えていませんちょっと残念です。,0.8,-0.8
286282,左耳の電源が入らなくなった。,0.8,-0.8
286324,やはり中国製ということで欠陥がある。,0.1,0.1
286378,返品するので、refundをお願いする。,0.5,-0.5
286426,デザインは私の好みでは無かったです。,0.8,-0.8
286480,しかしさっきまで使っていたイヤホン中国製3000円と比べたらxjapanのtoshiが歌が上手いって感じました笑。,0.2,0.2
286621,トレーニング用に購入装着感は非常に良い、圧迫感もなくて長時間つけても痛くならない、が、すぐ外れそうな感じは全くなくしっかりフィットしている。,0.9,0.9
286831,音質については必要十分と言った感じ。,0.3,0.3
286885,有線のイヤホンに比べると劣る印象だが、個人的には十分。,0.8,0.8
286966,デザインはシンプル、作りに華奢な感じも無く、また重さも非常に軽くて好印象。,0.9,0.9
287077,唯一の懸念点は、タップ操作をすると耳の中に音が響いて耳が痛くなる点。,0.7,-0.7
287179,特にダブルタップをすると勢いがつくので、鼓膜が痛くなる。,0.9,-0.9
287263,うどんの部分をタップ操作できるようになってれば良かったのになと思った。5月24日追記購入から10日後、突如右側のイヤホンのみ充電が出来なくなりました。,0.8,-0.8
287478,強く押し込むと充電されるため、接触不良だと思われます。,0.7,-0.7
287559,レビューを見返すと同じ事象の方が割といる様子。,0.3,-0.3
287628,商品説明からなんとなく信頼できそうだと思い購入したのですが、ダメでしたね。,0.7,-0.7
287739,やはり値段は張りますがしっかりしたメーカーの物を買った方が良いです。,0.2,0.2
287841,現在交換依頼中。,0.0,0.0
287865,タッチセンサーがすぐ壊れた。,0.9,-0.9
287907,手頃な価格でコンパクト。,0.9,0.9
287943,日本製って言うのが良い。,0.9,0.9
287979,今までイヤフォン同士がつながったbluetoothイヤフォンを使用していたのですがそのケーブルが煩わしかったのでこちらの商品を購入しました。,0.5,0.5
288171,主に家事をしながら使っています。,0.2,0.2
288219,片耳だけでも使えるのでそういう使用をするのもお勧めです。,0.9,0.9
288303,音質は普通です。,0.1,-0.1
288327,そこまでよいという印象はないですし、低音もそこまで響かないです。,0.6,-0.6
288423,音楽を聴くように使う方にはあまりおすすめはしないです。,0.8,-0.8
288504,公表通りバッテリーが長持ちします。,0.4,-0.4
288555,息子宅のlgのtv用にもう1台追加で購入しました。,0.1,0.1
288620,普段airpodsを使用しています。,0.0,0.0
288660,自転車に乗るときにairpodsを使用すると、スピードが上がるとどこかにぶっ飛んでいき、失くすか壊れます笑また、ランニングでも振動で耳からすぐ外れてしまい、代わりのイヤホンを探していました。,0.3,0.3
288931,そんなとき、評価がよく、ジャパンを冠した商品なので応援したくなって購入。,0.8,0.8
289039,耳に装着して、つけ心地はいいです。,0.8,0.8
289090,ランニングしても、自転車に乗っても急に外れてなくしたり壊れたりしません!,0.5,-0.5
289196,ここは素直に嬉しい。,0.9,0.9
289226,ただ、音質はairpodsには敵いません。,0.2,-0.2
289275,当たり前か、向こうは20000円だし。,0.0,0.0
289322,それでも、5000円として購入したのを考えると、文句のない素晴らしい音質です。,0.9,0.9
289431,さわり心地もよく、充電ケースも軽くて持ち運びしやすいです。,0.9,0.9
289518,通話も試したらなかなかよく、通話相手もよく聞こえるようです。5000円の予算なら買いです。,0.3,0.3
289645,逆にairpodsの音質を求めるなら、20000程度の商品を購入しましょう。,0.1,-0.1
289735,音質などはかなりいい感じだけど遅延が気になる。,0.2,-0.2
289804,初めてのワイヤレスイヤホンということでだいぶ悩みました。,0.1,0.1
289888,買って良かったというのが結論ですが、購入を検討している方の内、20004000円程度のイヤホン購入経験者向けにレビューします。,0.0,0.0
290061,音質は良いわけではないが、普段高価格帯のイヤホンをしていなければ大差ない。,0.4,-0.4
290172,ランニング程度では耳から抜け落ちることはない。,0.0,0.0
290241,コードからの解放。,0.2,0.2
290268,良くないことはただ一つ。,0.4,-0.4
290304,掴みづらいためケースからの抜き差しの際、イヤホンを落とす可能性があるということ。,0.0,0.0
290424,コードからの解放音質といった感じで、自宅では良いイヤホンを使いますが、屋外では本製品を愛用しております。,0.8,0.8
290580,本体は、とても軽くてデザインもカッコいいです。,0.9,0.9
290649,装着して10kmランニングしましたが、全くズレることもなく、耳も痛くなりませんでした。,0.9,0.9
